airport_5000.csv,CalcRepair,0.920479
airport_5000.csv,CalcRepair_Postproc,0.919129
airport_5000.csv,GreedyRepair,0.308516
airport_5000.csv,ExactRepair_Cplex,0.716718
airport_10000.csv,CalcRepair,4.48287
airport_10000.csv,CalcRepair_Postproc,4.18671
airport_10000.csv,GreedyRepair,1.54231
airport_10000.csv,ExactRepair_Cplex,2.94746
airport_15000.csv,CalcRepair,95.9781
airport_15000.csv,CalcRepair_Postproc,80.2925
airport_15000.csv,GreedyRepair,10.8864
airport_15000.csv,ExactRepair_Cplex,248.742
airport_20000.csv,CalcRepair,335.572
airport_20000.csv,CalcRepair_Postproc,357.179
airport_20000.csv,GreedyRepair,49.2326
airport_20000.csv,ExactRepair_Cplex,1291.73
airport_25000.csv,CalcRepair,1864.99
airport_25000.csv,CalcRepair_Postproc,2399.83
airport_25000.csv,GreedyRepair,109.183
airport_25000.csv,ExactRepair_Cplex,73615.6
airport_30000.csv,CalcRepair,2584.26
airport_30000.csv,CalcRepair_Postproc,2570.83
airport_30000.csv,GreedyRepair,218.205
airport_30000.csv,CalcRepair,2488.88
airport_30000.csv,CalcRepair_Postproc,2504.78
airport_30000.csv,GreedyRepair,220.866
airport_30000.csv,ExactRepair_Cplex,5815.63
airport_35000.csv,CalcRepair,3570.93
airport_35000.csv,CalcRepair_Postproc,3445.94
airport_35000.csv,GreedyRepair,288.327
airport_35000.csv,ExactRepair_Cplex,10604
airport_40000.csv,CalcRepair,4480.11
airport_40000.csv,CalcRepair_Postproc,4480.3
airport_40000.csv,GreedyRepair,407.313
airport_40000.csv,ExactRepair_Cplex,17287.9
airport_45000.csv,CalcRepair,7375.36
airport_45000.csv,CalcRepair_Postproc,7166.81
airport_45000.csv,GreedyRepair,525.04
airport_45000.csv,ExactRepair_Cplex,32999
airport_50000.csv,CalcRepair,14200
airport_50000.csv,CalcRepair_Postproc,14165
airport_50000.csv,GreedyRepair,690.179
airport_50000.csv,ExactRepair_Cplex,59928.9
airport.csv,CalcRepair,16242.7
airport.csv,CalcRepair_Postproc,16732.4
airport.csv,GreedyRepair,1097.68
airport.csv,ExactRepair_Cplex,29479.8
short.csv,CalcRepair,0.00495829
short.csv,CalcRepair_Postproc,0.103536
short.csv,GreedyRepair,0.103011
short.csv,ExactRepair_Cplex,0.10337
