1,2985.32,2168.13,3448.58,2203.27,2855.68,2174.9,1006,835.334,825.61
Type:large#Total,1,CalcRepair,1,PostprocRepair,1,GreedyRepair,1
2,2985.32,2591.53,5140.4,2679.19,2924.2,2598.77,393.793,393.793,393.793
Type:large#Total,2,CalcRepair,2,PostprocRepair,2,GreedyRepair,2
3,2985.32,781.335,449.597,996.725,-15173.9,821.89,2558.06,117008,2203.98
Type:large#Total,3,CalcRepair,3,PostprocRepair,3,GreedyRepair,2
4,2985.32,194.952,120.982,664.576,797.642,244.466,2985.32,14096.2,2792.23
Type:large#Total,4,CalcRepair,4,PostprocRepair,4,GreedyRepair,3
6,2985.32,2318.98,4109.55,2467.32,2881.52,2331.24,666.338,668.822,666.338
Type:large#Total,5,CalcRepair,5,PostprocRepair,5,GreedyRepair,4
7,2985.32,2616.54,1376.32,2635.24,1556.9,2623.33,450.327,9203.94,368.778
Type:large#Total,6,CalcRepair,6,PostprocRepair,6,GreedyRepair,5
8,2985.32,1088.35,1658.31,1206.96,2664.2,1123.26,2287.62,2069.12,1896.97
Type:large#Total,7,CalcRepair,7,PostprocRepair,7,GreedyRepair,5
9,2985.32,1714.61,3414.76,1815.17,1293,1737.99,1505.23,10904.4,1270.71
Type:large#Total,8,CalcRepair,8,PostprocRepair,8,GreedyRepair,6
10,2985.32,2985.32,1504.47,2985.32,2985.32,2985.32,0,0,0
Type:large#Total,9,CalcRepair,9,PostprocRepair,9,GreedyRepair,7
11,2985.32,781.335,495.196,996.725,-11738,821.89,2558.06,94869,2203.98
Type:large#Total,10,CalcRepair,10,PostprocRepair,10,GreedyRepair,7
13,2985.32,2305.8,1395.9,2457.07,2877.62,2318.31,679.515,693.967,679.515
Type:large#Total,11,CalcRepair,11,PostprocRepair,11,GreedyRepair,8
14,2985.32,30.5524,61.0266,664.576,2525.1,84.8624,2985.32,2965.43,2954.83
Type:large#Total,12,CalcRepair,11,PostprocRepair,11,GreedyRepair,8
15,2985.32,781.335,400.09,996.725,2621.32,821.89,2558.06,2345.43,2203.98
Type:large#Total,13,CalcRepair,12,PostprocRepair,12,GreedyRepair,9
16,2985.32,114.643,224.789,667.336,2080.07,163.42,2981.77,5832.95,2874.8
Type:large#Total,14,CalcRepair,12,PostprocRepair,13,GreedyRepair,9
19,2985.32,181.839,315.957,664.576,716.31,231.712,2985.32,14620.2,2805.23
Type:large#Total,15,CalcRepair,12,PostprocRepair,14,GreedyRepair,9
20,2985.32,115.416,69.2592,677.06,-4021.58,168.225,2969.26,45148.6,2869.9
Type:large#Total,16,CalcRepair,13,PostprocRepair,15,GreedyRepair,9
23,2985.32,1088.35,600.793,1206.96,-54638.4,1123.26,2287.62,371296,1896.97
Type:large#Total,17,CalcRepair,14,PostprocRepair,16,GreedyRepair,9
24,2985.32,2591.53,4414.39,2679.19,2924.2,2598.77,393.793,393.793,393.793
Type:large#Total,18,CalcRepair,15,PostprocRepair,17,GreedyRepair,10
25,2985.32,2305.8,1532.91,2457.07,2879.86,2318.31,679.515,679.515,679.515
Type:large#Total,19,CalcRepair,16,PostprocRepair,18,GreedyRepair,11
