1,2985.32,2168.13,2006.02,2203.27,2855.68,2174.9,1006,835.334,825.61
Type:ex_small#Total,1,CalcRepair,1,PostprocRepair,1,GreedyRepair,1
2,2985.32,2591.53,2528.01,2679.19,2924.2,2598.77,393.793,393.793,393.793
Type:ex_small#Total,2,CalcRepair,2,PostprocRepair,2,GreedyRepair,2
3,2985.32,781.335,843.568,996.725,-15173.9,821.89,2558.06,117008,2203.98
Type:ex_small#Total,3,CalcRepair,2,PostprocRepair,3,GreedyRepair,3
4,2985.32,194.952,183.553,664.576,797.642,244.466,2985.32,14096.2,2792.23
Type:ex_small#Total,4,CalcRepair,3,PostprocRepair,4,GreedyRepair,4
6,2985.32,2318.98,2208.07,2467.32,2881.52,2331.24,666.338,668.822,666.338
Type:ex_small#Total,5,CalcRepair,4,PostprocRepair,5,GreedyRepair,5
7,2985.32,2616.54,2653.62,2635.24,1556.9,2623.33,450.327,9203.94,368.778
Type:ex_small#Total,6,CalcRepair,5,PostprocRepair,6,GreedyRepair,6
8,2985.32,1088.35,1156.05,1206.96,2664.2,1123.26,2287.62,2069.12,1896.97
Type:ex_small#Total,7,CalcRepair,5,PostprocRepair,7,GreedyRepair,6
9,2985.32,1714.61,1639.35,1815.17,1293,1737.99,1505.23,10904.4,1270.71
Type:ex_small#Total,8,CalcRepair,6,PostprocRepair,8,GreedyRepair,6
10,2985.32,2985.32,2937.64,2985.32,2985.32,2985.32,0,0,0
Type:ex_small#Total,9,CalcRepair,7,PostprocRepair,9,GreedyRepair,7
11,2985.32,781.335,826.466,996.725,-11738,821.89,2558.06,94869,2203.98
Type:ex_small#Total,10,CalcRepair,7,PostprocRepair,10,GreedyRepair,8
13,2985.32,2305.8,2441.18,2457.07,2877.62,2318.31,679.515,693.967,679.515
Type:ex_small#Total,11,CalcRepair,7,PostprocRepair,11,GreedyRepair,8
14,2985.32,30.5524,32.4357,664.576,2525.1,84.8624,2985.32,2965.43,2954.83
Type:ex_small#Total,12,CalcRepair,7,PostprocRepair,11,GreedyRepair,8
15,2985.32,781.335,848.101,996.725,2621.32,821.89,2558.06,2345.43,2203.98
Type:ex_small#Total,13,CalcRepair,7,PostprocRepair,12,GreedyRepair,8
16,2985.32,114.643,123.414,667.336,2080.07,163.42,2981.77,5832.95,2874.8
Type:ex_small#Total,14,CalcRepair,7,PostprocRepair,12,GreedyRepair,8
19,2985.32,181.839,179.399,664.576,716.31,231.712,2985.32,14620.2,2805.23
Type:ex_small#Total,15,CalcRepair,8,PostprocRepair,13,GreedyRepair,9
20,2985.32,115.416,110.07,677.06,-4021.58,168.225,2969.26,45148.6,2869.9
Type:ex_small#Total,16,CalcRepair,9,PostprocRepair,14,GreedyRepair,9
23,2985.32,1088.35,1159.15,1206.96,-54638.4,1123.26,2287.62,371296,1896.97
Type:ex_small#Total,17,CalcRepair,9,PostprocRepair,15,GreedyRepair,10
24,2985.32,2591.53,2504.09,2679.19,2924.2,2598.77,393.793,393.793,393.793
Type:ex_small#Total,18,CalcRepair,10,PostprocRepair,16,GreedyRepair,11
25,2985.32,2305.8,2267.28,2457.07,2879.86,2318.31,679.515,679.515,679.515
Type:ex_small#Total,19,CalcRepair,11,PostprocRepair,17,GreedyRepair,12
27,2985.32,114.682,121.966,669.538,-1690.25,164.658,2978.94,30126.8,2873.54
Type:ex_small#Total,20,CalcRepair,11,PostprocRepair,17,GreedyRepair,13
29,2985.32,191.783,206.616,664.576,1270.06,239.597,2985.32,11052.2,2797.19
Type:ex_small#Total,21,CalcRepair,11,PostprocRepair,17,GreedyRepair,13
30,2985.32,1105.97,1190.95,920.617,1813.08,909.588,2655.96,7553.23,2114.64
Type:ex_small#Total,22,CalcRepair,12,PostprocRepair,18,GreedyRepair,13
31,2985.32,930.697,1010.51,1054.53,-17038.9,946.345,2483.7,129025,2077.2
Type:ex_small#Total,23,CalcRepair,12,PostprocRepair,19,GreedyRepair,14
33,2985.32,2685.85,2470.89,2752.51,2938.32,2691.36,299.473,302.865,299.473
Type:ex_small#Total,24,CalcRepair,13,PostprocRepair,20,GreedyRepair,15
36,2985.32,1429.12,1352.88,1305.28,-14452.9,1314.69,2161.14,112362,1701.94
Type:ex_small#Total,25,CalcRepair,13,PostprocRepair,20,GreedyRepair,15
37,2985.32,2410.83,2537.32,2538.72,2895.69,2421.4,574.488,577.498,574.488
Type:ex_small#Total,26,CalcRepair,13,PostprocRepair,21,GreedyRepair,15
38,2985.32,1450.33,1564.18,1313.53,-13767.8,1344.38,2150.53,107948,1671.7
Type:ex_small#Total,27,CalcRepair,14,PostprocRepair,22,GreedyRepair,16
39,2985.32,2320.05,2359.03,2468.15,1873.6,2332.29,665.274,7163.28,665.274
Type:ex_small#Total,28,CalcRepair,14,PostprocRepair,23,GreedyRepair,17
40,2985.32,1727.51,1783.97,1883.62,2396.65,1695.94,1417.19,3793.09,1313.55
Type:ex_small#Total,29,CalcRepair,14,PostprocRepair,24,GreedyRepair,17
41,2985.32,2410.83,2467.55,2538.72,2171.55,2421.4,574.488,5243.48,574.488
Type:ex_small#Total,30,CalcRepair,14,PostprocRepair,25,GreedyRepair,18
42,2985.32,2010.49,1987.1,2082.77,872.057,1972.89,1161,13616.7,1031.4
Type:ex_small#Total,31,CalcRepair,15,PostprocRepair,25,GreedyRepair,18
44,2985.32,188.619,182.547,664.576,2211.39,230.439,2985.32,4986.76,2806.52
Type:ex_small#Total,32,CalcRepair,16,PostprocRepair,26,GreedyRepair,19
45,2985.32,2010.49,1932.28,2082.77,-1533.8,1972.89,1161,29118.7,1031.4
Type:ex_small#Total,33,CalcRepair,17,PostprocRepair,27,GreedyRepair,19
46,2985.32,222.75,235.617,672.12,279.361,271.126,2975.62,17435.7,2765.07
Type:ex_small#Total,34,CalcRepair,17,PostprocRepair,27,GreedyRepair,19
48,2985.32,1088.35,1043.95,1206.96,-5718.99,1123.26,2287.62,56085.8,1896.97
Type:ex_small#Total,35,CalcRepair,18,PostprocRepair,28,GreedyRepair,19
49,2985.32,2596.76,2637.51,2683.26,2924.87,2603.91,388.559,389.477,388.559
Type:ex_small#Total,36,CalcRepair,18,PostprocRepair,29,GreedyRepair,19
50,2985.32,1714.61,1663.3,1815.17,-8160.79,1737.99,1505.23,71819.4,1270.71
Type:ex_small#Total,37,CalcRepair,19,PostprocRepair,30,GreedyRepair,19
51,2985.32,1373.13,1378.57,1195.56,2156.45,1282.04,2302.28,5340.8,1735.2
Type:ex_small#Total,38,CalcRepair,20,PostprocRepair,31,GreedyRepair,19
52,2985.32,2591.53,2623.08,2679.19,2924.2,2598.77,393.793,393.793,393.793
Type:ex_small#Total,39,CalcRepair,20,PostprocRepair,32,GreedyRepair,19
53,2985.32,115.416,121.119,677.06,-1948.31,168.225,2969.26,31789.6,2869.9
Type:ex_small#Total,40,CalcRepair,20,PostprocRepair,32,GreedyRepair,20
54,2985.32,2305.8,2441.24,2457.07,2879.86,2318.31,679.515,679.515,679.515
Type:ex_small#Total,41,CalcRepair,20,PostprocRepair,33,GreedyRepair,20
55,2985.32,1669.23,1578.83,1512.92,1458.77,1600.63,1894.04,9836.27,1410.65
Type:ex_small#Total,42,CalcRepair,20,PostprocRepair,34,GreedyRepair,20
56,2985.32,928.506,932.053,1029.01,-15392.8,923.432,2516.53,118418,2100.54
Type:ex_small#Total,43,CalcRepair,20,PostprocRepair,35,GreedyRepair,21
57,2985.32,2305.8,2214.07,2457.07,2879.86,2318.31,679.515,679.515,679.515
Type:ex_small#Total,44,CalcRepair,21,PostprocRepair,36,GreedyRepair,22
59,2985.32,2305.8,2374.41,2457.07,2879.86,2318.31,679.515,679.515,679.515
Type:ex_small#Total,45,CalcRepair,21,PostprocRepair,37,GreedyRepair,22
60,2985.32,183.508,194.689,665.082,905.059,235.063,2984.67,13404.1,2801.81
Type:ex_small#Total,46,CalcRepair,21,PostprocRepair,37,GreedyRepair,22
61,2985.32,138.276,133.656,665.082,2535.22,190.664,2984.67,2900.19,2847.04
Type:ex_small#Total,47,CalcRepair,22,PostprocRepair,38,GreedyRepair,23
62,2985.32,2010.49,2063.58,2082.77,-520.054,1972.89,1161,22586.7,1031.4
Type:ex_small#Total,48,CalcRepair,22,PostprocRepair,39,GreedyRepair,24
63,2985.32,1364.45,1257.46,1162.96,2723.06,1242.48,2344.21,1689.86,1775.51
Type:ex_small#Total,49,CalcRepair,22,PostprocRepair,39,GreedyRepair,25
64,2985.32,185.696,175.793,664.576,2537.02,209.936,2985.32,2888.6,2827.41
Type:ex_small#Total,50,CalcRepair,23,PostprocRepair,40,GreedyRepair,26
65,2985.32,1726.76,1850.22,1584.63,2784.11,1666.99,1801.79,1296.49,1343.04
Type:ex_small#Total,51,CalcRepair,24,PostprocRepair,41,GreedyRepair,26
66,2985.32,30.5579,28.806,664.576,2524.76,84.9196,2985.32,2967.59,2954.77
Type:ex_small#Total,52,CalcRepair,25,PostprocRepair,42,GreedyRepair,27
67,2985.32,1450.33,1390.53,1313.53,2737.72,1344.38,2150.53,1595.37,1671.7
Type:ex_small#Total,53,CalcRepair,25,PostprocRepair,42,GreedyRepair,28
68,2985.32,2985.32,2887.45,2985.32,2985.32,2985.32,0,0,0
Type:ex_small#Total,54,CalcRepair,26,PostprocRepair,43,GreedyRepair,29
70,2985.32,1156.07,1140.29,1279.7,-8334.19,1189.73,2194.04,72936.7,1829.25
Type:ex_small#Total,55,CalcRepair,27,PostprocRepair,44,GreedyRepair,29
71,2985.32,2985.32,3226.29,2985.32,2985.32,2985.32,0,0,0
Type:ex_small#Total,56,CalcRepair,28,PostprocRepair,45,GreedyRepair,30
72,2985.32,1251.91,1184.78,980.73,2499.9,1117.97,2578.63,3127.8,1902.35
Type:ex_small#Total,57,CalcRepair,28,PostprocRepair,45,GreedyRepair,31
73,2985.32,2591.53,2783.57,2679.19,2924.2,2598.77,393.793,393.793,393.793
Type:ex_small#Total,58,CalcRepair,29,PostprocRepair,46,GreedyRepair,31
74,2985.32,136.768,135.903,664.576,-81.5535,186.464,2985.32,19761.2,2851.32
Type:ex_small#Total,59,CalcRepair,30,PostprocRepair,47,GreedyRepair,31
75,2985.32,2685.85,2688.28,2752.51,2938.32,2691.36,299.473,302.865,299.473
Type:ex_small#Total,60,CalcRepair,30,PostprocRepair,47,GreedyRepair,31
76,2985.32,2328.35,2521.99,2474.6,2535.35,2340.44,656.966,2899.33,656.966
Type:ex_small#Total,61,CalcRepair,31,PostprocRepair,48,GreedyRepair,31
77,2985.32,1360.02,1272.16,1181.77,1332.96,1233.66,2320.02,10646.9,1784.5
Type:ex_small#Total,62,CalcRepair,31,PostprocRepair,48,GreedyRepair,32
78,2985.32,220.967,204.233,666.543,2544.86,268.273,2982.79,2838.08,2767.98
Type:ex_small#Total,63,CalcRepair,32,PostprocRepair,49,GreedyRepair,33
79,2985.32,2410.83,2215.66,2538.72,2895.69,2421.4,574.488,577.498,574.488
